id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1212161228350664706,1212161228350664706,2020-01-01 05:28:52 India Standard Time,2020-01-01,05:28:52,+0530,1164305303053066240,howtolivvids,Livy Quinn,,Depression has been one of my biggest challenges lately. Someone told me one that heartbreak becomes me and I agree. #depression #mentalillness #borderlinepersonalitydisorder #bpd #fuckyoubpd  https://t.co/0Af88gypfY,en,[],['https://www.instagram.com/p/B6wY90cg6hz/?igshid=udfhjgzsbzyq'],[],0,0,0,"['depression', 'mentalillness', 'borderlinepersonalitydisorder', 'bpd', 'fuckyoubpd']",[],https://twitter.com/HowtoLivVids/status/1212161228350664706,False,,0,,,,,,,,[],,,,
1212160506741563394,1212160506741563394,2020-01-01 05:26:00 India Standard Time,2020-01-01,05:26:00,+0530,78001994,allentien,Allen Y. Tien MD MHS 田一彦,," https://t.co/oZOjmykD6e  Less #depression associated with more dark #chocolate, contains psychoactive ingredients that lift mood.  Flavonoids also may be important, as they reduce #inflammation, linked to depression onset  #CannabinoidScience #BrainFunction  1#SharedFacts",en,[],['https://onlinelibrary.wiley.com/doi/full/10.1002/da.22950?utm_campaign=meetedgar&utm_medium=social&utm_source=meetedgar.com'],[],0,2,3,"['depression', 'chocolate', 'inflammation', 'cannabinoidscience', 'brainfunction']",[],https://twitter.com/allentien/status/1212160506741563394,False,,0,,,,,,,,[],,,,
1212160347219599361,1212160347219599361,2020-01-01 05:25:22 India Standard Time,2020-01-01,05:25:22,+0530,1085593568260096006,crawson4,C Rawson,,I'll always be a waste of space to you. #depression,en,[],[],[],0,0,0,['depression'],[],https://twitter.com/CRawson4/status/1212160347219599361,False,,0,,,,,,,,[],,,,
1212159155710103553,1212159155710103553,2020-01-01 05:20:38 India Standard Time,2020-01-01,05:20:38,+0530,2440290988,sandra9278,Sandra - stay at home! be safe! ✌🏻,,Bei der Hymne von #frankzander auf #zdf sind doch alle mit #Depression schon kurz vor dem freitod oder?! Da gehen die Anrufe beim #rotenkreuz in die Höhe #unverantwortlich  https://t.co/BbMDuDpjMI,de,[],[],['https://pbs.twimg.com/tweet_video_thumb/ENJ0UrSXUAAroU8.jpg'],0,0,0,"['frankzander', 'zdf', 'depression', 'rotenkreuz', 'unverantwortlich']",[],https://twitter.com/sandra9278/status/1212159155710103553,False,,1,https://pbs.twimg.com/tweet_video_thumb/ENJ0UrSXUAAroU8.jpg,,,,,,,[],,,,
1212159001380708357,1212159001380708357,2020-01-01 05:20:01 India Standard Time,2020-01-01,05:20:01,+0530,89962967,skypetherapist,Online Mindfulness Therapy,,Mindfulness Therapy is the application of #mindfulness for healing #anxiety and #depression and emotional pain. This is a very powerful approach once you have learned how to do this.,en,[],[],[],0,0,0,"['mindfulness', 'anxiety', 'depression']",[],https://twitter.com/SkypeTherapist/status/1212159001380708357,False,,0,,,,,,,,[],,,,
1212158541919854593,1212158541919854593,2020-01-01 05:18:11 India Standard Time,2020-01-01,05:18:11,+0530,2901073088,critterridge78,Christopher Ridgeway,,"Kroger wants to fight #depression. Yes, you read that right.  https://t.co/7N9gd9YROw",en,[],['http://atjo.es/5BGj'],[],0,0,0,['depression'],[],https://twitter.com/critterridge78/status/1212158541919854593,False,,0,,,,,,,,[],,,,
1212158510366175232,1212158510366175232,2020-01-01 05:18:04 India Standard Time,2020-01-01,05:18:04,+0530,625796913,joellennotte,JoEllen Notte,,THANK YOU! I’ve been struggling all day with feeling awful (#insomnia meant almost no sleep last night) and having no desire to go celebrate while also being afraid of the implications of staying in (am I signing up for another awful #depression year?!).…  https://t.co/pUNENuUBQA  https://t.co/ikg4SPfIZ5,en,[],['https://ift.tt/37qN9Oo'],['https://pbs.twimg.com/media/ENJzveGWwAIXDBl.jpg'],2,0,7,"['insomnia', 'depression']",[],https://twitter.com/JoEllenNotte/status/1212158510366175232,False,,1,https://pbs.twimg.com/media/ENJzveGWwAIXDBl.jpg,,,,,,,[],,,,
1212157778258608128,1212157778258608128,2020-01-01 05:15:09 India Standard Time,2020-01-01,05:15:09,+0530,868463655372734465,dulleytopbooks,Derek Dulley,,"May today be the DAY we ALL decide to live for Our Lord, Our #God and only Our Lord, Our #God. May today be the DAY we ALL decide to stay in His sincere Spirit of eternal #LOVE for ALL forever going forward until the day we drop! Ezekiel 36:26   #Depression   #Jesus #JesusHeals",en,[],[],[],3,7,17,"['god', 'god', 'love', 'depression', 'jesus', 'jesusheals']",[],https://twitter.com/DulleyTopBooks/status/1212157778258608128,False,,0,,,,,,,,[],,,,
1212157687661641728,1212157687661641728,2020-01-01 05:14:48 India Standard Time,2020-01-01,05:14:48,+0530,868463655372734465,dulleytopbooks,Derek Dulley,,May today be the day we ALL are tender-hearted to one another by making the decision to take on the sincere heart of #Christ #Jesus...His HEART of eternal #LOVE for ALL! Ezekiel 36:26  #INTERCESSION #Prayer #TwinSoul #Depression  #Addiction #HospitalAbuse #JesusSaves  #JesusHeals,en,[],[],[],0,0,0,"['christ', 'jesus', 'love', 'intercession', 'prayer', 'twinsoul', 'depression', 'addiction', 'hospitalabuse', 'jesussaves', 'jesusheals']",[],https://twitter.com/DulleyTopBooks/status/1212157687661641728,False,,0,,,,,,,,[],,,,
1212157115290312704,1212157115290312704,2020-01-01 05:12:31 India Standard Time,2020-01-01,05:12:31,+0530,448599622,jesdeh2o,Jessi,,Bipolar Daily Goals  ❤Take meds  💗Get sleep went to bed at 7am got up at 2pm 💜Go to store  💗Eat 🔲Dishes   The store about killed me. Too many people getting last minute alcohol.   #bipolar #anxiety #mentalhealth #depression,en,[],[],[],1,0,0,"['bipolar', 'anxiety', 'mentalhealth', 'depression']",[],https://twitter.com/jesdeh2o/status/1212157115290312704,False,,0,,,,,,,,[],,,,
